node1,node2,network
672543,1318335,1
719200,387647,1
719200,42102,1
719200,1468744,1
719200,144170,1
719200,1291076,1
719200,518122,1
719200,983198,1
719200,1262802,1
719200,113676,1
719200,70402,1
719200,1223005,1
719200,1557703,1
719200,983292,1
726305,36179,1
726305,123503,1
726305,915873,1
726305,862934,1
726305,568641,1
726305,1145325,1
726305,72552,1
726305,39557,1
726305,1457353,1
726305,762585,1
726305,1244245,1
726305,1441410,1
726305,1279393,1
726305,523428,1
726305,863086,1
726305,1062145,1
726305,1483628,1
753897,1496427,1
753897,194682,1
753897,310874,1
753897,1432031,1
753897,474956,1
753897,1351758,1
753897,515372,1
753897,431866,1
753897,668330,1
753897,290580,1
753897,39564,1
753897,71456,1
