node1,node2,network
720388,466921,0
720388,1475868,0
720388,1257495,0
720388,648230,0
720388,46959,0
720388,481877,0
720388,308306,0
720388,723288,0
886616,1439847,0
886616,1093800,0
886616,774135,0
886616,1420488,0
886616,1008718,0
886616,59297,0
886616,1511370,0
886616,1168858,0
886616,1067247,0
886616,1133462,0
886616,242972,0
886616,1550569,0
886616,1017907,0
886616,1436707,0
886616,728954,0
886616,1464746,0
886616,1542031,0
886616,812127,0
886616,811964,0
886616,33375,0
886616,1046888,0
886616,1107024,0
886616,67497,0
886616,1497061,0
886616,1025998,0
886616,1580675,0
886616,985552,0
923066,1309629,0
923066,1151568,0
923066,981920,0
923066,151470,0
923066,887150,0
923066,715923,0
923066,1254924,0
923066,1464657,0
923066,675367,0
923066,305710,0
923066,1450792,0
923066,344968,0
923066,366097,0
937070,540275,0
937070,414417,0
937070,840189,0
937070,246288,0
937070,1467392,0
937070,44319,0
937070,900866,0
937070,1564334,0
937070,64826,0
937070,771454,0
937070,616428,0
937070,1585441,0
937070,554000,0
937070,111222,0
937070,1191090,0
937070,71989,0
937070,403253,0
937070,1254299,0
1029248,919660,0
1029248,15227,0
1029248,118210,0
1029248,1190809,0
1029248,1420874,0
1029248,388433,0
1029248,729496,0
1029248,1481820,0
1109907,216315,0
1109907,1043393,0
1109907,744696,0
1109907,613042,0
1109907,1442886,0
1109907,106038,0
1109907,578682,0
1109907,1558186,0
1109907,855712,0
1109907,833498,0
1254924,1151568,0
1254924,1416184,0
1254924,32956,0
1254924,437070,0
1254924,1107620,0
1254924,1235926,0
1254924,395722,0
1254924,1034542,0
1254924,210692,0
1254924,750223,0
1254924,1023549,0
1254924,1176898,0
1254924,899070,0
1338486,416771,0
1338486,536119,0
1338486,1451178,0
1338486,247934,0
1338486,1234820,0
1338486,265970,0
1338486,395566,0
1338486,1413579,0
1338486,277913,0
1338486,1396273,0
1338486,667166,0
1338486,256671,0
1338486,1551084,0
1338486,592526,0
1338486,1203522,0
1338486,1129772,0
1338486,733816,0
1338486,804991,0
1338486,675035,0
1338486,623579,0
1338486,580906,0
1338486,693740,0
1338486,976963,0
1338486,459610,0
1338486,1560103,0
1338486,535428,0
1338486,240621,0
1338486,732094,0
1338486,1482802,0
1338486,801705,0
1338486,962111,0
1338486,290801,0
1338486,1379246,0
1338486,46494,0
1338486,503051,0
1338500,989434,0
1338500,434348,0
1338500,1569935,0
1338500,1458385,0
1338500,1443022,0
1338500,408054,0
1338500,1416184,0
1338500,694526,0
1338500,118645,0
1338500,289831,0
1338500,163536,0
1338500,395722,0
1338500,668347,0
1359217,184305,0
1359217,1537917,0
1359217,329307,0
1359217,264593,0
1359217,390983,0
1359217,1175615,0
1359217,1360494,0
1359217,863340,0
1359217,52286,0
1359217,554949,0
1359217,1154230,0
1359217,579622,0
1359217,470379,0
1359217,381315,0
